Gene1,Gene2,EdgeWeight
GGA2,MRAS,-4.672057867050171
GGA2,KLF5,-1.815943717956543
GGA2,GABBR1,-3.37027645111084
GGA2,KLF4,-3.5991971492767334
GGA2,SPARC,-6.862989664077759
GGA2,EHMT2,-5.179628849029541
GGA2,COPB1,-6.286075830459595
GGA2,IER2,-7.170975685119629
GGA2,GCNT2,-8.100715398788452
GGA2,PDIA6,-6.691615104675293
GGA2,KCTD10,-4.088485240936279
GGA2,CHD4,-5.726327657699585
GGA2,APPBP2,-8.71958065032959
GGA2,NRF1,-4.500753164291382
GGA2,TMEM30A,-6.087125062942505
GGA2,SNRPN,-6.743014335632324
GGA2,AKT1,-7.285171747207642
GGA2,DMAP1,-5.133445978164673
GGA2,FKBP9,-9.211376190185547
GGA2,FN1,-4.877335548400879
GGA2,COBL,-7.092172384262085
GGA2,PCOLCE,-8.296084880828857
GGA2,ZFHX3,-5.5321197509765625
GGA2,UBQLN2,-8.281026840209961
GGA2,GNS,-8.519441604614258
GGA2,TMEM214,-7.083364725112915
GGA2,XBP1,-7.498472213745117
GGA2,CBX8,-8.188092947006226
GGA2,OGT,-5.404586315155029
GGA2,SELENON,-8.626757144927979
GGA2,COTL1,-7.43114972114563
GGA2,SUPT5,-6.337517261505127
GGA2,CMKLR1,-6.557401895523071
GGA2,NAA10,-5.464053153991699
GGA2,SELENOM,-8.621743202209473
GGA2,RAD23B,-5.831977605819702
GGA2,NMNAT2,-8.371572971343994
GGA2,SH3GLB1,-9.141829490661621
GGA2,HMGA1,-5.945358037948608
GGA2,PECAM1,-6.110321521759033
GGA2,EPOP,-6.45777440071106
GGA2,PCOLCE2,-6.785029649734497
GGA2,PDIA3,-5.187273263931274
GGA2,MAGED1,-6.197674036026001
GGA2,MFSD1,-5.889909744262695
GGA2,ELL2,-6.05673360824585
GGA2,TGOLN1,-5.562087774276733
GGA2,AVG,-6.6307642459869385
TCF15,GATA4,-6.115478277206421
TCF15,HDAC2,-5.631817817687988
TCF15,HDAC3,-3.3653154373168945
TCF15,EIF2S2,-3.925489664077759
TCF15,TXNDC5,-3.1852139234542847
TCF15,SEC24A,-2.9183719158172607
TCF15,TRP53,-1.6816701292991638
TCF15,ADGRA2,-2.934662342071533
TCF15,RAF1,-3.603117823600769
TCF15,TMEM9B,-3.846175789833069
TCF15,RAD21,-1.8719907402992249
TCF15,TIMP3,-1.247149646282196
TCF15,FAM114A1,-3.322975516319275
TCF15,PDGFRA,-4.400240659713745
TCF15,GLI1,-2.530306816101074
TCF15,RFFL,-3.5327961444854736
TCF15,TMEM59,-1.4352917671203613
TCF15,GDPD5,-5.803553104400635
TCF15,RBPMS2,0.2796424590051174
TCF15,SERPINH1,-5.489760875701904
TCF15,FGF10,-5.085664987564087
TCF15,RAB2A,-3.064427614212036
TCF15,SEC11A,-2.956357955932617
TCF15,OOEP,-0.8340563774108887
TCF15,GLIPR2,-4.1453752517700195
TCF15,CHD7,-2.4724409580230713
TCF15,KAT5,-1.6351667642593384
TCF15,GHR,-0.16853326931595802
TCF15,NACC1,-3.209240198135376
TCF15,GOT1,-4.791347980499268
TCF15,PXDN,-3.4087201356887817
TCF15,RCC2,-3.0657938718795776
TCF15,APEX1,-2.6554003953933716
TCF15,NFYA,-0.847901850938797
TCF15,MYDGF,-3.681896686553955
TCF15,TDH,-3.287747025489807
TCF15,JARID2,-3.415481209754944
TCF15,ZIC3,-4.1524248123168945
TCF15,SURF4,-3.6372833251953125
TCF15,DERL1,-2.801063060760498
TCF15,RIF1,-1.6173887848854065
TCF15,NELFA,-4.914454936981201
TCF15,DPF2,-4.2585625648498535
TCF15,THAP11,-3.069657564163208
TCF15,GGA2,-3.2888513803482056
TCF15,TCF15,-6.7187957763671875
TCF15,GFPT2,-0.6953034400939941
TCF15,PDE4DIP,-2.1175442934036255
TCF15,CHST15,-2.525015711784363
TCF15,UBTF,-1.4415196776390076
TCF15,CARHSP1,-2.7221975326538086
TCF15,FBXW8,-3.1912407875061035
TCF15,GNAI3,-0.5757467597723007
TCF15,MRAS,1.2032480835914612
TCF15,KLF5,-4.05153751373291
TCF15,GABBR1,-2.856632113456726
TCF15,KLF4,-3.469356656074524
TCF15,SPARC,-3.3032931089401245
TCF15,EHMT2,-2.980835199356079
TCF15,COPB1,-3.1428197622299194
TCF15,IER2,-3.445030927658081
TCF15,GCNT2,-2.058833122253418
TCF15,PDIA6,-4.684414625167847
TCF15,KCTD10,-3.040910243988037
TCF15,CHD4,-4.728603363037109
TCF15,APPBP2,-6.402378797531128
TCF15,NRF1,-3.9595974683761597
TCF15,TMEM30A,-4.431928873062134
TCF15,SNRPN,-1.1363481283187866
TCF15,AKT1,-4.134854793548584
TCF15,DMAP1,-3.528705358505249
TCF15,FKBP9,-4.361729383468628
TCF15,FN1,-4.619551420211792
TCF15,COBL,-2.6845439672470093
TCF15,PCOLCE,-2.867887020111084
TCF15,ZFHX3,-1.2799450755119324
TCF15,UBQLN2,-4.221115589141846
TCF15,GNS,-6.83031702041626
TCF15,TMEM214,-4.696776390075684
TCF15,XBP1,-6.1658616065979
TCF15,CBX8,-2.818773865699768
TCF15,OGT,-2.6666325330734253
TCF15,SELENON,-4.78312349319458
TCF15,COTL1,-4.451316833496094
TCF15,SUPT5,-4.597898960113525
TCF15,CMKLR1,-5.813969373703003
TCF15,NAA10,-4.3077051639556885
TCF15,SELENOM,-2.473713517189026
TCF15,RAD23B,-5.483537673950195
TCF15,NMNAT2,-3.1408478021621704
TCF15,SH3GLB1,-4.056925296783447
TCF15,HMGA1,-1.9889071583747864
TCF15,PECAM1,-4.26002049446106
TCF15,EPOP,-6.285166263580322
TCF15,PCOLCE2,-2.140484929084778
TCF15,PDIA3,-5.434586048126221
TCF15,MAGED1,-6.582310676574707
TCF15,MFSD1,-6.038967847824097
TCF15,ELL2,-3.9707887172698975
TCF15,TGOLN1,-3.236865997314453
TCF15,AVG,-9.088821411132812
GFPT2,GATA4,-8.253297805786133
GFPT2,HDAC2,-4.847279787063599
GFPT2,HDAC3,-4.39328145980835
GFPT2,EIF2S2,-6.099987030029297
GFPT2,TXNDC5,-4.730856657028198
GFPT2,SEC24A,-4.229446649551392
GFPT2,TRP53,-3.5067628622055054
GFPT2,ADGRA2,-3.982428550720215
GFPT2,RAF1,-3.7071123123168945
GFPT2,TMEM9B,-4.242058038711548
GFPT2,RAD21,-7.6207435131073
GFPT2,TIMP3,-5.879685163497925
GFPT2,FAM114A1,-3.870686650276184
GFPT2,PDGFRA,-6.490738153457642
GFPT2,GLI1,-5.863790035247803
GFPT2,RFFL,-5.619142532348633
GFPT2,TMEM59,-2.7851202487945557
GFPT2,GDPD5,-7.6652796268463135
GFPT2,RBPMS2,-4.643174409866333
GFPT2,SERPINH1,-6.786974906921387
GFPT2,FGF10,-5.196251630783081
GFPT2,RAB2A,-3.3491835594177246
GFPT2,SEC11A,-3.824142098426819
GFPT2,OOEP,-3.2841650247573853
GFPT2,GLIPR2,-5.190159797668457
GFPT2,CHD7,-5.228778600692749
GFPT2,KAT5,-3.207980990409851
GFPT2,GHR,-8.101494312286377
GFPT2,NACC1,-6.420051336288452
GFPT2,GOT1,-6.257458925247192
GFPT2,PXDN,-5.687832355499268
GFPT2,RCC2,-3.5224883556365967
GFPT2,APEX1,-5.867431163787842
GFPT2,NFYA,-2.382269859313965
GFPT2,MYDGF,-4.959990978240967
GFPT2,TDH,-4.125856399536133
GFPT2,JARID2,-1.5376642346382141
GFPT2,ZIC3,-4.876580715179443
GFPT2,SURF4,-6.620367765426636
GFPT2,DERL1,-4.004823565483093
GFPT2,RIF1,-4.445532321929932
GFPT2,NELFA,-6.412276744842529
GFPT2,DPF2,-0.8231863081455231
GFPT2,THAP11,-7.127912759780884
GFPT2,GGA2,-2.2920252084732056
GFPT2,TCF15,-2.8642168045043945
GFPT2,GFPT2,-5.642188549041748
GFPT2,PDE4DIP,-3.5845282077789307
GFPT2,CHST15,-5.382390737533569
GFPT2,UBTF,-3.7156403064727783
GFPT2,CARHSP1,-4.3087544441223145
GFPT2,FBXW8,-7.402957916259766
GFPT2,GNAI3,-5.117601633071899
GFPT2,MRAS,-1.6212487816810608
GFPT2,KLF5,-3.8757989406585693
GFPT2,GABBR1,0.7666794657707214
GFPT2,KLF4,0.8188949525356293
GFPT2,SPARC,-2.33088481426239
GFPT2,EHMT2,-0.054880913347005844
GFPT2,COPB1,-3.026658535003662
GFPT2,IER2,-1.2394985556602478
GFPT2,GCNT2,-2.100853204727173
GFPT2,PDIA6,-1.785712718963623
GFPT2,KCTD10,-0.5673519372940063
GFPT2,CHD4,1.0148018300533295
GFPT2,APPBP2,-1.8128723502159119
GFPT2,NRF1,-0.7418671250343323
GFPT2,TMEM30A,-3.6383373737335205
GFPT2,SNRPN,-0.3750250041484833
GFPT2,AKT1,-2.1983959674835205
GFPT2,DMAP1,-1.1459216177463531
GFPT2,FKBP9,-3.3192923069000244
GFPT2,FN1,-1.492379367351532
GFPT2,COBL,0.09037141688168049
GFPT2,PCOLCE,-1.3732356429100037
GFPT2,ZFHX3,0.03976157307624817
GFPT2,UBQLN2,-2.573292374610901
GFPT2,GNS,0.7255048602819443
GFPT2,TMEM214,-2.150557816028595
GFPT2,XBP1,-2.2947864532470703
GFPT2,CBX8,-2.9589226245880127
GFPT2,OGT,-1.6102131605148315
GFPT2,SELENON,-3.570220112800598
GFPT2,COTL1,-0.8533606231212616
GFPT2,SUPT5,-0.540890097618103
GFPT2,CMKLR1,-1.9451051354408264
GFPT2,NAA10,-2.8642019033432007
GFPT2,SELENOM,-1.851377248764038
GFPT2,RAD23B,-3.4087936878204346
GFPT2,NMNAT2,0.4743807464838028
GFPT2,SH3GLB1,-1.971040427684784
GFPT2,HMGA1,-0.07516273856163025
GFPT2,PECAM1,-0.8814038336277008
GFPT2,EPOP,-3.59544575214386
GFPT2,PCOLCE2,1.008892446756363
GFPT2,PDIA3,-2.9228235483169556
GFPT2,MAGED1,-4.100972414016724
GFPT2,MFSD1,-2.066976308822632
GFPT2,ELL2,-1.1217076182365417
GFPT2,TGOLN1,-2.8865463733673096
GFPT2,AVG,-2.533814311027527
PDE4DIP,GATA4,-8.61692190170288
PDE4DIP,HDAC2,-8.069386005401611
PDE4DIP,HDAC3,-5.61460542678833
PDE4DIP,EIF2S2,-8.473133563995361
PDE4DIP,TXNDC5,-7.806051969528198
PDE4DIP,SEC24A,-7.289944410324097
PDE4DIP,TRP53,-7.636974096298218
PDE4DIP,ADGRA2,-8.068118810653687
PDE4DIP,RAF1,-6.3737711906433105
PDE4DIP,TMEM9B,-8.897390842437744
PDE4DIP,RAD21,-8.053454875946045
PDE4DIP,TIMP3,-8.671864986419678
PDE4DIP,FAM114A1,-6.895693302154541
PDE4DIP,PDGFRA,-8.781912803649902
PDE4DIP,GLI1,-7.623743772506714
PDE4DIP,RFFL,-6.408118963241577
PDE4DIP,TMEM59,-7.791414737701416
PDE4DIP,GDPD5,-6.821234703063965
PDE4DIP,RBPMS2,-8.547180652618408
PDE4DIP,SERPINH1,-6.594672918319702
PDE4DIP,FGF10,-6.518722057342529
PDE4DIP,RAB2A,-7.3258278369903564
PDE4DIP,SEC11A,-7.221539735794067
PDE4DIP,OOEP,-5.826869487762451
PDE4DIP,GLIPR2,-6.697300434112549
PDE4DIP,CHD7,-8.564931392669678
PDE4DIP,KAT5,-4.507462978363037
PDE4DIP,GHR,-7.246519088745117
PDE4DIP,NACC1,-8.207083225250244
PDE4DIP,GOT1,-5.756036758422852
PDE4DIP,PXDN,-6.6237592697143555
PDE4DIP,RCC2,-7.476439952850342
PDE4DIP,APEX1,-6.5977489948272705
PDE4DIP,NFYA,-7.79805064201355
PDE4DIP,MYDGF,-8.871537208557129
PDE4DIP,TDH,-6.637822389602661
PDE4DIP,JARID2,-7.962966203689575
PDE4DIP,ZIC3,-6.1736228466033936
PDE4DIP,SURF4,-9.323230266571045
PDE4DIP,DERL1,-7.05599308013916
PDE4DIP,RIF1,-8.846420764923096
PDE4DIP,NELFA,-6.1843953132629395
PDE4DIP,DPF2,-5.133674621582031
PDE4DIP,THAP11,-6.61155104637146
PDE4DIP,GGA2,-5.929822206497192
PDE4DIP,TCF15,-7.252334356307983
PDE4DIP,GFPT2,-7.434068918228149
PDE4DIP,PDE4DIP,-11.080723285675049
PDE4DIP,CHST15,-6.99407958984375
PDE4DIP,UBTF,-8.385202407836914
PDE4DIP,CARHSP1,-7.249926805496216
PDE4DIP,FBXW8,-8.249059200286865
PDE4DIP,GNAI3,-8.163834810256958
PDE4DIP,MRAS,-2.8096392154693604
PDE4DIP,KLF5,-1.9584213495254517
PDE4DIP,GABBR1,-1.6915096044540405
PDE4DIP,KLF4,-1.3586560487747192
PDE4DIP,SPARC,-5.737606763839722
PDE4DIP,EHMT2,-3.5888113975524902
PDE4DIP,COPB1,-2.294013023376465
PDE4DIP,IER2,-3.4375256299972534
PDE4DIP,GCNT2,-5.087663888931274
PDE4DIP,PDIA6,-3.2676048278808594
PDE4DIP,KCTD10,-3.2530781030654907
PDE4DIP,CHD4,-3.9055906534194946
PDE4DIP,APPBP2,-3.6053282022476196
PDE4DIP,NRF1,-3.79607892036438
PDE4DIP,TMEM30A,-5.744274616241455
PDE4DIP,SNRPN,-4.121226787567139
PDE4DIP,AKT1,-4.755609512329102
PDE4DIP,DMAP1,-4.721268177032471
PDE4DIP,FKBP9,-5.586858749389648
PDE4DIP,FN1,-2.8358700275421143
PDE4DIP,COBL,-2.1984142065048218
PDE4DIP,PCOLCE,-2.249070167541504
PDE4DIP,ZFHX3,-3.3668187856674194
PDE4DIP,UBQLN2,-4.096953868865967
PDE4DIP,GNS,-3.731241822242737
PDE4DIP,TMEM214,-3.737351894378662
PDE4DIP,XBP1,-3.0173428058624268
PDE4DIP,CBX8,-2.8438640832901
PDE4DIP,OGT,-5.211621046066284
PDE4DIP,SELENON,-3.717490077018738
PDE4DIP,COTL1,-2.2419040203094482
PDE4DIP,SUPT5,-2.587812066078186
PDE4DIP,CMKLR1,-4.022583484649658
PDE4DIP,NAA10,-1.8713685870170593
PDE4DIP,SELENOM,-3.6784751415252686
PDE4DIP,RAD23B,-4.171101808547974
PDE4DIP,NMNAT2,-5.065860271453857
PDE4DIP,SH3GLB1,-2.8583661317825317
PDE4DIP,HMGA1,-2.298300862312317
PDE4DIP,PECAM1,-4.950453758239746
PDE4DIP,EPOP,-2.942917823791504
PDE4DIP,PCOLCE2,-2.3229353427886963
PDE4DIP,PDIA3,-4.288797616958618
PDE4DIP,MAGED1,-2.7703208923339844
PDE4DIP,MFSD1,-1.6227608919143677
PDE4DIP,ELL2,-2.1236661076545715
PDE4DIP,TGOLN1,-3.4878698587417603
PDE4DIP,AVG,-5.444213390350342
CHST15,GATA4,-5.6526124477386475
CHST15,HDAC2,-5.761223554611206
CHST15,HDAC3,-5.62599515914917
CHST15,EIF2S2,-8.492368698120117
CHST15,TXNDC5,-5.0198469161987305
CHST15,SEC24A,-6.90287446975708
CHST15,TRP53,-6.321560859680176
CHST15,ADGRA2,-3.9394432306289673
CHST15,RAF1,-5.79678201675415
CHST15,TMEM9B,-7.087987661361694
CHST15,RAD21,-6.095343589782715
CHST15,TIMP3,-6.793694496154785
CHST15,FAM114A1,-6.018556356430054
CHST15,PDGFRA,-7.103172540664673
CHST15,GLI1,-5.458482503890991
CHST15,RFFL,-6.437633514404297
CHST15,TMEM59,-7.854742050170898
CHST15,GDPD5,-4.520799398422241
CHST15,RBPMS2,-7.507901191711426
CHST15,SERPINH1,-2.4781200885772705
CHST15,FGF10,-4.596065282821655
CHST15,RAB2A,-7.542340993881226
CHST15,SEC11A,-6.771294593811035
CHST15,OOEP,-7.716451406478882
CHST15,GLIPR2,-4.0038546323776245
CHST15,CHD7,-7.692818641662598
CHST15,KAT5,-4.5468199253082275
CHST15,GHR,-4.823444843292236
CHST15,NACC1,-7.199069023132324
CHST15,GOT1,-6.586261510848999
CHST15,PXDN,-4.0666961669921875
CHST15,RCC2,-6.415682554244995
CHST15,APEX1,-7.061085939407349
CHST15,NFYA,-6.279642105102539
CHST15,MYDGF,-6.436715602874756
CHST15,TDH,-10.551465034484863
CHST15,JARID2,-5.1758551597595215
CHST15,ZIC3,-6.854773998260498
CHST15,SURF4,-6.674772500991821
CHST15,DERL1,-6.100203514099121
CHST15,RIF1,-6.956658840179443
CHST15,NELFA,-7.250341415405273
CHST15,DPF2,-7.446404218673706
CHST15,THAP11,-6.969969749450684
CHST15,GGA2,-6.090890407562256
CHST15,TCF15,-8.252634525299072
CHST15,GFPT2,-7.404581785202026
CHST15,PDE4DIP,-5.622431755065918
CHST15,CHST15,-9.490314960479736
CHST15,UBTF,-5.442925930023193
CHST15,CARHSP1,-5.061482906341553
CHST15,FBXW8,-6.09139084815979
CHST15,GNAI3,-7.643028259277344
CHST15,MRAS,-8.123564004898071
CHST15,KLF5,-6.554704427719116
CHST15,GABBR1,-5.437627077102661
CHST15,KLF4,-6.205672264099121
CHST15,SPARC,-6.834639072418213
CHST15,EHMT2,-7.681265830993652
CHST15,COPB1,-7.717870235443115
CHST15,IER2,-7.011674642562866
CHST15,GCNT2,-6.545323133468628
CHST15,PDIA6,-8.524011611938477
CHST15,KCTD10,-7.538583040237427
CHST15,CHD4,-7.06842565536499
CHST15,APPBP2,-6.5800628662109375
CHST15,NRF1,-6.222163677215576
CHST15,TMEM30A,-6.8220438957214355
CHST15,SNRPN,-5.767759799957275
CHST15,AKT1,-6.866946220397949
CHST15,DMAP1,-7.571014881134033
CHST15,FKBP9,-8.259769916534424
CHST15,FN1,-7.872079372406006
CHST15,COBL,-6.77382230758667
CHST15,PCOLCE,-8.154226303100586
CHST15,ZFHX3,-8.9389066696167
CHST15,UBQLN2,-7.3076441287994385
CHST15,GNS,-7.780994653701782
CHST15,TMEM214,-7.7675275802612305
CHST15,XBP1,-7.615264892578125
CHST15,CBX8,-5.84580135345459
CHST15,OGT,-6.630502462387085
CHST15,SELENON,-7.3735432624816895
CHST15,COTL1,-6.174732208251953
CHST15,SUPT5,-5.492823839187622
CHST15,CMKLR1,-6.923215866088867
CHST15,NAA10,-7.6362621784210205
CHST15,SELENOM,-7.000900745391846
CHST15,RAD23B,-7.908141374588013
CHST15,NMNAT2,-6.723175525665283
CHST15,SH3GLB1,-8.823780536651611
CHST15,HMGA1,-6.877580642700195
CHST15,PECAM1,-7.899374961853027
CHST15,EPOP,-6.512303590774536
CHST15,PCOLCE2,-8.01965045928955
CHST15,PDIA3,-6.896853446960449
CHST15,MAGED1,-7.093709945678711
CHST15,MFSD1,-7.183555364608765
CHST15,ELL2,-8.329467058181763
CHST15,TGOLN1,-6.962819814682007
CHST15,AVG,-16.806479454040527
UBTF,GATA4,-2.1913061141967773
UBTF,HDAC2,-1.8173958659172058
UBTF,HDAC3,-3.6764920949935913
UBTF,EIF2S2,-3.7613630294799805
UBTF,TXNDC5,-2.270901083946228
UBTF,SEC24A,-5.548816442489624
UBTF,TRP53,-2.2400155067443848
UBTF,ADGRA2,0.651575893163681
UBTF,RAF1,-3.980483055114746
UBTF,TMEM9B,-1.226797342300415
UBTF,RAD21,-4.494691371917725
UBTF,TIMP3,-3.220793843269348
UBTF,FAM114A1,-2.3996095657348633
UBTF,PDGFRA,-2.05533504486084
UBTF,GLI1,-3.814596176147461
UBTF,RFFL,-4.215012431144714
UBTF,TMEM59,-1.993274450302124
UBTF,GDPD5,-4.215248346328735
UBTF,RBPMS2,-0.8866505920886993
UBTF,SERPINH1,-5.513148307800293
UBTF,FGF10,-2.007309377193451
UBTF,RAB2A,-6.467038631439209
UBTF,SEC11A,-3.099255323410034
UBTF,OOEP,-1.6688207983970642
UBTF,GLIPR2,-3.7692463397979736
UBTF,CHD7,-0.3145783543586731
UBTF,KAT5,-0.25534653663635254
UBTF,GHR,1.4891537427902222
UBTF,NACC1,-4.2718727588653564
UBTF,GOT1,-3.318544030189514
UBTF,PXDN,-3.1216460466384888
UBTF,RCC2,-4.471393346786499
UBTF,APEX1,-1.7938321232795715
UBTF,NFYA,-0.9339812695980072
UBTF,MYDGF,-0.4008945859968662
UBTF,TDH,-0.5183786898851395
UBTF,JARID2,0.3678769990801811
UBTF,ZIC3,-1.4350106716156006
UBTF,SURF4,-3.9376535415649414
UBTF,DERL1,-2.660841703414917
UBTF,RIF1,-2.0378793478012085
UBTF,NELFA,-3.927884101867676
UBTF,DPF2,-3.433354139328003
UBTF,THAP11,-4.568989038467407
UBTF,GGA2,-3.226423740386963
UBTF,TCF15,-2.8556740283966064
UBTF,GFPT2,-1.8854514956474304
UBTF,PDE4DIP,-0.7185100317001343
UBTF,CHST15,1.2776533961296082
UBTF,UBTF,-4.9387229681015015
UBTF,CARHSP1,-1.838503360748291
UBTF,FBXW8,-3.036439299583435
UBTF,GNAI3,-2.7754862308502197
UBTF,MRAS,-3.2236675024032593
UBTF,KLF5,-5.0528564453125
UBTF,GABBR1,-2.1757001876831055
UBTF,KLF4,-4.3409318923950195
UBTF,SPARC,-1.539161741733551
UBTF,EHMT2,-4.272924184799194
UBTF,COPB1,-4.502894163131714
UBTF,IER2,0.08542002737522125
UBTF,GCNT2,1.0056491792201996
UBTF,PDIA6,-1.4089399576187134
UBTF,KCTD10,-3.0026735067367554
UBTF,CHD4,-5.776181697845459
UBTF,APPBP2,-4.759426593780518
UBTF,NRF1,-5.263289451599121
UBTF,TMEM30A,-3.344937324523926
UBTF,SNRPN,-1.3519048690795898
UBTF,AKT1,-2.4316123723983765
UBTF,DMAP1,-2.82167387008667
UBTF,FKBP9,-0.9814338684082031
UBTF,FN1,-3.2186760902404785
UBTF,COBL,-3.6775782108306885
UBTF,PCOLCE,-4.391962051391602
UBTF,ZFHX3,-3.4997215270996094
UBTF,UBQLN2,-2.867375135421753
UBTF,GNS,-3.0244624614715576
UBTF,TMEM214,-4.184449195861816
UBTF,XBP1,-5.520922899246216
UBTF,CBX8,-2.0943228006362915
UBTF,OGT,-1.8775109648704529
UBTF,SELENON,-2.3139748573303223
UBTF,COTL1,-5.269752264022827
UBTF,SUPT5,-4.814843654632568
UBTF,CMKLR1,-2.9407418966293335
UBTF,NAA10,-6.0019378662109375
UBTF,SELENOM,-2.325075387954712
UBTF,RAD23B,-6.474650859832764
UBTF,NMNAT2,-3.905477523803711
UBTF,SH3GLB1,-2.4609259366989136
UBTF,HMGA1,-1.5935935974121094
UBTF,PECAM1,-4.275745868682861
UBTF,EPOP,-6.476293087005615
UBTF,PCOLCE2,-1.0471981763839722
UBTF,PDIA3,-2.4004400968551636
UBTF,MAGED1,-3.416003942489624
UBTF,MFSD1,-2.6732107400894165
UBTF,ELL2,-3.0968096256256104
UBTF,TGOLN1,-4.295819044113159
UBTF,AVG,-4.773692607879639
CARHSP1,GATA4,-5.2983644008636475
CARHSP1,HDAC2,-7.294984817504883
CARHSP1,HDAC3,-6.403901100158691
CARHSP1,EIF2S2,-8.183539867401123
CARHSP1,TXNDC5,-7.973726272583008
CARHSP1,SEC24A,-4.940776586532593
CARHSP1,TRP53,-7.827429533004761
CARHSP1,ADGRA2,-6.901517629623413
CARHSP1,RAF1,-6.438873052597046
CARHSP1,TMEM9B,-6.6891188621521
CARHSP1,RAD21,-6.017735004425049
CARHSP1,TIMP3,-6.144499778747559
CARHSP1,FAM114A1,-6.533244609832764
CARHSP1,PDGFRA,-5.578444480895996
CARHSP1,GLI1,-8.497823715209961
CARHSP1,RFFL,-5.61021614074707
CARHSP1,TMEM59,-4.433563232421875
CARHSP1,GDPD5,-4.988828897476196
CARHSP1,RBPMS2,-6.57973313331604
CARHSP1,SERPINH1,-6.327916145324707
CARHSP1,FGF10,-6.609330177307129
CARHSP1,RAB2A,-8.256556034088135
CARHSP1,SEC11A,-7.407278060913086
CARHSP1,OOEP,-7.219587087631226
CARHSP1,GLIPR2,-6.393794775009155
CARHSP1,CHD7,-5.917177677154541
CARHSP1,KAT5,-4.031739950180054
CARHSP1,GHR,-4.933528661727905
CARHSP1,NACC1,-6.202509164810181
CARHSP1,GOT1,-8.041654348373413
CARHSP1,PXDN,-4.952562570571899
CARHSP1,RCC2,-7.843626260757446
CARHSP1,APEX1,-6.819233655929565
CARHSP1,NFYA,-6.885831117630005
CARHSP1,MYDGF,-8.204790830612183
CARHSP1,TDH,-5.181563854217529
CARHSP1,JARID2,-6.824605941772461
CARHSP1,ZIC3,-6.5647292137146
CARHSP1,SURF4,-7.615437030792236
CARHSP1,DERL1,-7.030959129333496
CARHSP1,RIF1,-6.596627712249756
CARHSP1,NELFA,-4.829184293746948
CARHSP1,DPF2,-4.378452777862549
CARHSP1,THAP11,-6.851673126220703
CARHSP1,GGA2,-7.3665900230407715
CARHSP1,TCF15,-7.822972536087036
CARHSP1,GFPT2,-6.042803525924683
CARHSP1,PDE4DIP,-6.010906457901001
CARHSP1,CHST15,-6.26538348197937
CARHSP1,UBTF,-6.708702564239502
CARHSP1,CARHSP1,-6.747866868972778
CARHSP1,FBXW8,-3.521453857421875
CARHSP1,GNAI3,-5.811619281768799
CARHSP1,MRAS,-4.208560943603516
CARHSP1,KLF5,-4.508625507354736
CARHSP1,GABBR1,-5.3302295207977295
CARHSP1,KLF4,-5.7843992710113525
CARHSP1,SPARC,-6.3676793575286865
CARHSP1,EHMT2,-4.616394996643066
CARHSP1,COPB1,-3.907871127128601
CARHSP1,IER2,-3.278788685798645
CARHSP1,GCNT2,-7.145470857620239
CARHSP1,PDIA6,-4.2439634799957275
CARHSP1,KCTD10,-4.966436147689819
CARHSP1,CHD4,-2.9531805515289307
CARHSP1,APPBP2,-6.421953201293945
CARHSP1,NRF1,-2.663020372390747
CARHSP1,TMEM30A,-6.940390110015869
CARHSP1,SNRPN,-2.619152545928955
CARHSP1,AKT1,-2.266180992126465
CARHSP1,DMAP1,-2.9970813989639282
CARHSP1,FKBP9,-3.2362149953842163
CARHSP1,FN1,-8.48931360244751
CARHSP1,COBL,-4.857810020446777
CARHSP1,PCOLCE,-4.775018930435181
CARHSP1,ZFHX3,-5.40573263168335
CARHSP1,UBQLN2,-2.050720751285553
CARHSP1,GNS,-4.784451484680176
CARHSP1,TMEM214,-6.06197452545166
CARHSP1,XBP1,-4.0491273403167725
CARHSP1,CBX8,-2.965015411376953
CARHSP1,OGT,-6.7122483253479
CARHSP1,SELENON,-6.7972893714904785
CARHSP1,COTL1,-4.068843364715576
CARHSP1,SUPT5,-4.177127361297607
CARHSP1,CMKLR1,-7.285637617111206
CARHSP1,NAA10,-2.5042073726654053
CARHSP1,SELENOM,-2.180187940597534
CARHSP1,RAD23B,-4.178143262863159
CARHSP1,NMNAT2,-6.054468870162964
CARHSP1,SH3GLB1,-4.880121469497681
CARHSP1,HMGA1,-5.468212127685547
CARHSP1,PECAM1,-5.763647556304932
CARHSP1,EPOP,-4.285938501358032
CARHSP1,PCOLCE2,-3.7226407527923584
CARHSP1,PDIA3,-7.268982172012329
CARHSP1,MAGED1,-5.529763221740723
CARHSP1,MFSD1,-6.823439598083496
CARHSP1,ELL2,-5.74014687538147
CARHSP1,TGOLN1,-3.1108760833740234
CARHSP1,AVG,-6.693387269973755
FBXW8,GATA4,-6.109203100204468
FBXW8,HDAC2,-6.026130437850952
FBXW8,HDAC3,-3.57227098941803
FBXW8,EIF2S2,-4.9824912548065186
FBXW8,TXNDC5,-7.390635967254639
FBXW8,SEC24A,-5.802655935287476
FBXW8,TRP53,-6.960948705673218
FBXW8,ADGRA2,-5.21306848526001
FBXW8,RAF1,-5.252152681350708
FBXW8,TMEM9B,-4.60966682434082
FBXW8,RAD21,-5.298842668533325
FBXW8,TIMP3,-4.077089071273804
FBXW8,FAM114A1,-3.918161630630493
FBXW8,PDGFRA,-4.574130535125732
FBXW8,GLI1,-3.9675596952438354
FBXW8,RFFL,-4.36612606048584
