,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E1350_701,,,0.8771899999999999,
E105_24,,0.02882,,
E1808_647,,,0.80952,
E567_751,,,0.93985,
E1198_174,,,0.21679,
E365_643,,,0.8045100000000001,
E1251_265,,,0.33083,
E1159_598,0.74812,,,
E1149_729,0.91228,,,
E942_419,,,0.52381,
E898_660,,0.82581,,
E853_671,,,0.8396,
E1959_134,,,,0.16667
E528_721,,0.9022600000000001,,
E9_209,,,0.26065,
E670_779,0.9749399999999999,,,
E819_395,0.49373,,,
E294_213,,,0.26566,
E1262_684,,,,0.8558899999999999
E901_744,,,0.9310799999999999,
E1408_516,,0.64536,,
E640_381,,,,0.47618999999999995
E1979_414,,,0.51754,
E1729_59,0.07268,,,
E1775_314,,,,0.39223
E1511_660,,,0.82581,
E1491_58,,,,0.07143
E939_405,,,,0.50627
E1024_580,0.72556,,,
E1140_447,,,0.5589,
E133_297,,,0.37093000000000004,
E1047_511,,,0.6391,
E855_90,0.11152999999999999,,,
E158_124,,,0.15414,
E517_329,,0.41103,,
E549_427,,0.53383,,
E270_614,,,0.76817,
E1426_695,,,0.86967,
E1118_105,,,,0.13033
E479_268,,,0.33459,
E1851_348,,0.43483999999999995,,
E1254_796,,,,0.99624
E150_175,,0.21805,,
E926_313,,0.39098,,
E419_707,,0.88471,,
E190_435,,,0.54386,
E610_248,,,,0.30951999999999996
E920_372,,,0.46491000000000005,
E1889_75,,,,0.09272999999999999
E1638_689,,0.86216,,
E161_24,0.02882,,,
E1841_721,,,0.9022600000000001,
E1598_380,,,,0.47494
E253_740,,,0.9260700000000001,
E283_714,,,0.8934799999999999,
E756_768,0.96115,,,
E1129_719,,,0.89975,
E425_241,0.30075,,,
E1697_304,,0.3797,,
E20_728,,,0.9110299999999999,
E309_436,,,0.54511,
E1433_677,0.8471200000000001,,,
E1546_188,,,0.23434000000000002,
E1361_770,,0.9636600000000001,,
E1694_11,,,0.01253,
E1056_28,,,0.03383,
E450_317,,0.39599,,
E57_120,,,0.14912,
E697_94,,,0.11654,
E561_708,,,0.8859600000000001,
E225_401,,0.50125,,
E891_172,,,0.21429,
E594_590,,0.7381,,
E1663_364,,,0.45488999999999996,
E630_435,,,,0.54386
E1175_756,,,0.9461200000000001,
E1032_385,,0.4812,,
E1620_67,,,,0.08271
E58_217,0.27068000000000003,,,
E747_368,,0.4599,,
